,YYYY,team,name,birth,WAR,G,CG,SHO,GS,W,L,SV,HLD,INN,R,ER,BF,H,2B,3B,HR,BB,IBB,HBP,SO,BK,WP,ERA,FIP,WHIP,ERA+,FIP+,WPA,salary,salary_log
116,2022,LIONS,최충연,1997-03-05,0.18,38,0,0,0,0,1,0,0,38.1,24,20,177,39,10,1,3,20,3,5,29,0.0,3.0,4.7,4.56,1.54,88.9,90.0,-0.29,4500.0,8.411832675758411
117,2022,TWINS,조원태,2003-05-10,0.18,2,0,0,0,0,0,0,0,4.0,0,0,14,1,0,0,0,2,0,1,0,0.0,0.0,0.0,5.59,0.75,132.41153846153844,73.0,0.02,3000.0,8.006367567650246
118,2022,TIGERS,장지수,2000-05-25,0.15,1,0,0,0,0,0,0,0,2.0,0,0,9,2,0,0,0,1,0,0,1,0.0,1.0,0.0,3.84,1.5,109.70208333333333,106.5,0.12,3200.0,8.070906088787819
119,2022,DYNOS,조민석,1998-12-21,0.14,18,0,0,0,0,1,0,0,16.0,9,8,76,17,1,0,2,12,0,2,14,0.0,2.0,4.5,5.84,1.81,90.5,70.4,-0.33,3000.0,8.006367567650246
120,2022,EAGLES,윤호솔,1994-07-15,0.13,52,0,0,0,3,5,0,7,42.1,26,19,199,43,6,1,2,28,2,0,33,0.0,3.0,4.04,4.24,1.68,100.2,96.2,-0.91,6350.0,8.756210091886738
121,2022,HEROS,이영준,1991-10-10,0.13,26,0,0,0,2,2,0,4,21.0,12,10,102,27,2,0,0,13,1,2,16,0.0,1.0,4.29,3.81,1.91,93.3,105.7,-1.38,2900.0,7.9724660159745655
122,2022,GIANTS,김대우,1984-07-26,0.12,10,0,0,0,0,0,0,1,10.0,5,5,43,6,2,1,0,8,0,0,8,0.0,4.0,4.5,4.14,1.4,92.5,99.2,-0.07,6500.0,8.779557455883728
123,2022,EAGLES,임준섭,1989-07-16,0.11,5,0,0,0,0,0,0,0,3.2,1,1,18,5,1,0,0,1,0,1,0,0.0,2.0,2.45,4.98,1.64,164.9,82.1,-0.03,4000.0,8.294049640102028
124,2022,DYNOS,류진욱,1996-10-10,0.1,51,0,0,0,4,2,0,4,46.1,29,25,214,48,7,1,2,31,0,4,37,1.0,3.0,4.86,4.57,1.71,83.9,89.8,-0.45,7500.0,8.922658299524402
125,2022,TWINS,오석주,1998-04-14,0.1,4,0,0,0,0,0,0,0,3.2,1,1,15,4,0,1,1,0,0,0,2,0.0,0.0,2.45,5.79,1.09,161.9,65.8,-0.15,3500.0,8.160518247477505
126,2022,TWINS,강효종,2002-10-14,0.09,1,0,0,1,1,0,0,0,5.0,2,2,22,5,0,0,0,4,0,0,4,0.0,0.0,3.6,4.14,1.8,110.4,99.0,0.05,3000.0,8.006367567650246
127,2022,BEARS,이병헌,2003-06-04,0.09,9,0,0,0,0,0,0,0,5.0,2,2,28,5,1,0,0,7,0,1,5,0.0,2.0,3.6,6.14,2.4,110.5,66.7,-0.06,3000.0,8.006367567650246
128,2022,GIANTS,문경찬,1992-07-08,0.09,38,0,0,0,1,2,0,1,40.1,27,26,184,51,11,0,7,13,1,1,31,1.0,2.0,5.8,5.02,1.59,71.7,80.5,-0.46,9000.0,9.104979856318357
129,2022,DYNOS,전사민,1999-07-06,0.09,7,0,0,0,0,0,0,0,8.1,4,3,34,5,0,0,1,6,0,0,2,0.0,0.0,3.24,6.58,1.32,125.7,62.5,-0.04,3000.0,8.006367567650246
130,2022,TIGERS,이정현,1997-12-05,0.09,3,0,0,0,0,0,0,0,3.2,1,1,18,3,0,0,1,4,0,1,1,0.0,0.0,2.45,10.43,1.91,167.8,38.9,0.01,3500.0,8.160518247477505
131,2022,BEARS,박웅,1997-11-12,0.09,8,0,0,0,0,0,0,0,6.0,3,3,33,7,0,0,0,7,0,0,3,0.0,0.0,4.5,5.84,2.33,88.4,70.1,0.04,2700.0,7.90100705199242
132,2022,LIONS,백정현,1987-07-13,0.08,24,0,0,24,4,13,0,0,124.2,76,72,562,154,27,2,22,37,1,9,70,0.0,9.0,5.2,5.59,1.53,80.3,74.6,-1.38,80000.0,11.289781913656018
133,2022,TIGERS,이상우,2003-10-14,0.07,2,0,0,0,0,0,0,0,3.1,1,1,14,3,1,0,0,2,0,0,1,0.0,0.0,2.7,4.54,1.5,152.5,89.3,-0.01,3000.0,8.006367567650246
134,2022,TIGERS,이승재,2000-10-04,0.07,1,0,0,0,0,0,0,0,1.0,0,0,4,0,0,0,0,0,0,1,1,0.0,0.0,0.0,4.34,0.0,109.70208333333333,94.3,0.07,3600.0,8.1886891244442
135,2022,TIGERS,안영명,1984-11-19,0.07,4,0,0,0,0,0,0,0,3.1,1,1,13,3,1,0,0,0,0,0,1,0.0,0.0,2.7,2.74,0.9,152.5,149.1,0.0,8500.0,9.047821442478408
136,2022,TWINS,손주영,1998-12-02,0.07,3,0,0,3,0,1,0,0,12.2,7,7,58,10,3,1,0,8,0,3,8,0.0,0.0,4.97,4.68,1.42,79.9,87.2,-0.09,3800.0,8.242756345714477
137,2022,TIGERS,김태오,1997-07-29,0.07,5,0,0,0,0,0,0,0,4.1,2,2,22,9,0,0,0,0,0,0,5,0.0,0.0,4.15,1.03,2.08,99.1,402.0,-0.05,3400.0,8.131530710604252
138,2022,TWINS,김주완,2003-08-27,0.05,1,0,0,0,0,0,0,0,1.0,0,0,5,1,0,0,0,1,0,0,0,0.0,0.0,0.0,6.34,2.0,132.41153846153844,64.5,0.03,3000.0,8.006367567650246
139,2022,LIONS,이수민,1995-09-11,0.04,4,0,0,0,0,0,0,0,4.2,3,3,23,3,0,0,1,5,0,1,2,0.0,0.0,5.79,9.12,1.71,72.2,45.4,-0.1,3000.0,8.006367567650246
140,2022,GIANTS,이대호,1982-06-21,0.04,1,0,0,0,0,0,0,1,0.1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.34,0.0,81.60370370370372,122.1,0.05,80000.0,11.289781913656018
141,2022,HEROS,양현,1992-08-23,0.04,25,0,0,0,3,2,2,5,36.2,23,21,167,39,5,0,4,17,2,1,14,0.0,1.0,5.15,5.3,1.53,77.6,74.7,-0.73,3000.0,8.006367567650246
142,2022,TIGERS,지명성,2002-02-15,0.04,2,0,0,0,0,0,0,0,2.0,1,1,10,3,0,0,0,0,0,1,1,0.0,1.0,4.5,3.84,1.5,91.5,105.1,0.0,3200.0,8.070906088787819
143,2022,TIGERS,김현수,2000-07-10,0.04,1,0,0,0,0,0,0,0,2.0,1,1,9,3,1,0,0,1,0,0,1,0.0,0.0,4.5,3.84,2.0,90.6,106.5,0.0,4000.0,8.294049640102028
144,2022,LIONS,장필준,1988-04-08,0.03,19,0,0,1,0,3,0,0,30.0,20,19,139,38,11,1,1,15,2,3,17,0.0,1.0,5.7,4.24,1.77,73.2,96.3,-1.2,12000.0,9.392661928770137
145,2022,DYNOS,박동수,1999-05-24,0.03,10,0,0,0,0,0,0,0,14.2,10,9,74,11,3,0,0,21,0,1,15,0.0,1.0,5.52,5.79,2.18,73.7,71.0,0.04,3000.0,8.006367567650246
146,2022,EAGLES,송윤준,1992-07-16,0.03,3,0,0,0,0,0,0,0,4.1,3,3,21,3,0,1,0,2,0,2,3,0.0,0.0,6.23,4.72,1.15,65.0,86.4,0.01,4100.0,8.318742252692399
147,2022,TIGERS,조현우,1994-03-30,0.02,19,0,0,0,0,0,0,2,12.0,8,6,57,14,3,1,0,4,0,4,5,0.0,0.0,4.5,4.51,1.5,91.5,89.6,-0.09,9500.0,9.159047077588632
148,2022,GIANTS,조무근,1991-09-26,0.02,2,0,0,0,0,0,0,0,2.0,1,1,9,2,1,0,0,1,0,0,1,0.0,0.0,4.5,3.84,1.5,92.5,106.7,0.0,3300.0,8.101677747454572
149,2022,LIONS,노성호,1989-10-22,0.02,3,0,0,0,0,0,0,0,2.0,1,1,11,2,0,0,0,3,0,0,2,0.0,0.0,4.5,5.84,2.5,92.8,69.1,-0.09,5800.0,8.66561319653451
150,2022,TWINS,송승기,2002-04-10,0.02,7,0,0,0,0,1,0,0,8.1,5,5,40,9,2,0,1,6,0,0,10,0.0,1.0,5.4,4.66,1.8,73.6,84.7,-0.31,3000.0,8.006367567650246
151,2022,BEARS,권휘,2000-12-07,0.02,10,0,0,0,0,0,0,1,9.1,6,6,40,8,0,0,1,5,0,1,5,0.0,2.0,5.79,5.59,1.39,68.8,71.1,0.02,3700.0,8.216088098632316
152,2022,DYNOS,하준수,2000-05-07,0.02,2,0,0,0,0,0,0,0,3.0,2,2,15,3,1,0,0,3,0,0,1,0.0,0.0,6.0,5.67,2.0,67.9,72.4,0.0,3000.0,8.006367567650246
153,2022,LIONS,박정준,1992-03-22,0.02,8,0,0,0,0,0,0,0,10.0,7,7,45,10,2,0,2,5,0,1,4,0.0,0.0,6.3,6.94,1.5,66.3,60.0,-0.01,2700.0,7.90100705199242
154,2022,GIANTS,김유영,1994-05-02,0.02,68,0,0,0,5,2,0,13,51.0,34,32,254,72,15,1,4,30,2,3,44,0.0,4.0,5.65,4.46,2.0,73.7,91.5,-0.88,4800.0,8.476371196895983
155,2022,GIANTS,김창훈,2001-11-09,0.01,1,0,0,0,0,0,0,0,1.2,1,1,8,3,1,0,0,0,0,0,2,0.0,0.0,5.4,0.94,1.8,77.1,447.3,0.0,3100.0,8.039157390473237
156,2022,LIONS,박세웅,1996-05-10,0.01,5,0,0,0,0,0,0,0,2.2,2,2,14,1,0,0,0,5,0,1,2,0.0,0.0,6.75,8.59,2.25,61.8,46.9,-0.07,3300.0,8.101677747454572
157,2022,WYVERNS,문승원,1989-11-28,0.01,23,0,0,0,1,1,3,3,24.2,15,14,112,32,6,0,3,7,0,2,25,0.0,0.0,5.11,3.99,1.58,81.5,106.0,-0.46,160000.0,11.982929094215963
158,2022,EAGLES,문동주,2003-12-23,0.0,13,0,0,4,1,3,0,2,28.2,19,18,127,28,5,1,5,14,0,1,36,1.0,2.0,5.65,4.66,1.47,71.6,87.3,0.23,3000.0,8.006367567650246
159,2022,GIANTS,정성종,1995-11-16,-0.04,5,0,0,0,0,0,0,0,4.1,4,2,21,4,1,0,0,4,0,0,5,0.0,0.0,4.15,3.8,1.85,100.2,108.3,0.01,4100.0,8.318742252692399
160,2022,WYVERNS,윤태현,2003-10-10,-0.05,3,0,0,0,0,0,0,0,2.0,2,2,10,2,0,0,0,2,0,0,2,1.0,0.0,9.0,4.34,2.0,46.2,95.5,-0.27,3000.0,8.006367567650246
161,2022,WYVERNS,정성곤,1996-07-10,-0.05,2,0,0,0,0,0,0,0,2.2,3,3,13,1,0,0,1,3,0,1,3,0.0,0.0,10.13,10.46,1.5,41.1,40.4,-0.06,4700.0,8.45531778769815
162,2022,EAGLES,김규연,2002-08-23,-0.05,12,0,0,0,0,0,0,1,13.2,11,8,70,16,5,0,2,12,0,0,11,0.0,2.0,5.27,6.27,2.05,76.8,65.0,0.06,3000.0,8.006367567650246
163,2022,GIANTS,진명호,1989-03-20,-0.05,16,0,0,0,0,0,0,0,16.1,12,11,80,23,4,0,1,9,0,2,11,0.0,1.0,6.06,4.81,1.96,68.7,84.8,-0.26,6500.0,8.779557455883728
164,2022,TIGERS,박준표,1992-06-26,-0.05,34,0,0,0,1,0,0,8,23.1,15,14,112,27,4,0,4,10,3,8,11,0.0,0.0,5.4,6.55,1.59,75.5,62.2,-0.01,12500.0,9.433483923290392
165,2022,DYNOS,정구범,2000-06-16,-0.05,2,0,0,0,0,0,0,0,1.1,2,2,6,1,0,0,1,1,0,0,2,0.0,0.0,13.5,12.34,1.5,30.2,33.5,-0.01,3000.0,8.006367567650246
166,2022,BEARS,이현승,1983-10-11,-0.05,23,0,0,0,1,0,0,2,8.2,6,6,43,13,1,2,2,4,0,1,9,0.0,0.0,6.23,5.99,1.96,63.9,64.6,-0.7,10000.0,9.210340371976184
167,2022,WYVERNS,신헌민,2002-07-19,-0.06,1,0,0,0,0,0,0,0,1.0,2,1,5,3,0,0,0,0,0,0,1,0.0,0.0,9.0,1.34,3.0,46.2,310.8,-0.01,3000.0,8.006367567650246
168,2022,WYVERNS,박시후,2001-05-10,-0.06,2,0,0,0,0,0,0,0,1.0,2,2,6,3,1,0,0,0,0,0,0,0.0,0.0,18.0,3.34,3.0,23.1,122.1,-0.01,3000.0,8.006367567650246
169,2022,WYVERNS,전영준,2002-04-16,-0.07,4,0,0,1,0,0,0,0,5.0,4,4,25,7,2,0,2,3,0,1,7,0.0,1.0,7.2,8.14,2.0,57.8,52.6,0.05,3000.0,8.006367567650246
170,2022,GIANTS,강윤구,1990-07-10,-0.07,29,0,0,0,0,0,0,0,21.1,17,13,97,25,6,1,0,6,0,1,27,0.0,0.0,5.48,1.79,1.45,75.9,231.8,0.01,7300.0,8.895629627136483
171,2022,EAGLES,한승주,2001-03-17,-0.08,7,0,0,2,0,0,0,0,15.2,11,11,76,25,3,0,0,4,0,3,12,0.0,0.0,6.32,3.15,1.85,64.1,129.5,-0.11,3000.0,8.006367567650246
172,2022,LIONS,김서준,2003-09-01,-0.09,3,0,0,0,0,0,0,0,2.2,4,3,19,6,2,0,1,4,0,1,2,0.0,0.0,10.13,12.34,3.75,41.2,33.7,-0.02,3000.0,8.006367567650246
173,2022,BEARS,김지용,1988-02-20,-0.09,18,0,0,0,1,0,0,0,19.1,14,13,82,19,3,0,5,5,0,1,13,0.0,1.0,6.05,6.29,1.24,65.8,61.3,-0.53,6000.0,8.699514748210191
174,2022,EAGLES,박윤철,1996-03-23,-0.09,11,0,0,7,0,3,0,0,33.1,22,17,164,41,7,0,5,23,0,2,16,1.0,2.0,4.59,6.58,1.92,88.2,62.0,-0.7,3200.0,8.070906088787819
175,2022,EAGLES,이도윤,1996-10-07,-0.1,2,0,0,0,0,0,0,0,1.1,3,3,8,4,3,0,0,0,0,0,0,0.0,0.0,20.25,3.34,3.0,20.0,122.1,0.0,3400.0,8.131530710604252
176,2022,BEARS,박치국,1998-03-10,-0.1,15,0,0,0,1,2,0,3,11.2,8,7,51,6,0,0,0,9,1,3,12,0.0,1.0,5.4,4.11,1.29,73.7,99.9,0.05,14500.0,9.581903928408666
177,2022,TWINS,임찬규,1992-11-20,-0.1,23,0,0,23,6,11,0,0,103.2,60,58,459,113,13,3,10,39,0,7,75,0.0,3.0,5.04,4.48,1.47,78.9,88.4,-0.78,20000.0,9.903487552536127
178,2022,TIGERS,전유수,1986-11-29,-0.1,8,0,0,0,0,0,0,0,11.0,10,10,54,17,6,0,1,5,0,0,2,0.0,0.0,8.18,5.52,2.0,50.3,73.6,-0.04,8000.0,8.987196820661973
179,2022,BEARS,최승용,2001-05-11,-0.1,48,0,0,15,3,7,0,5,93.1,59,55,423,104,15,4,8,43,0,2,64,1.0,1.0,5.3,4.53,1.58,75.0,87.9,-0.3,3500.0,8.160518247477505
180,2022,TIGERS,홍상삼,1990-02-13,-0.1,24,0,0,0,2,1,0,1,21.2,16,14,100,19,7,0,3,15,0,1,19,0.0,1.0,5.82,5.6,1.57,70.1,73.3,-0.41,10000.0,9.210340371976184
181,2022,EAGLES,김종수,1994-06-03,-0.1,52,0,0,0,3,4,1,6,45.0,30,22,197,39,15,1,5,21,1,2,45,1.0,1.0,4.4,4.25,1.33,92.0,95.9,-1.98,7900.0,8.974618038455112
182,2022,WYVERNS,이건욱,1995-02-13,-0.11,1,0,0,1,0,1,0,0,3.0,3,3,14,2,0,0,1,4,0,0,2,0.0,0.0,9.0,10.34,2.0,46.2,40.6,-0.18,3200.0,8.070906088787819
183,2022,WYVERNS,김주온,1996-12-08,-0.11,5,0,0,0,0,0,0,0,4.0,5,5,20,3,1,0,1,5,0,0,4,0.0,0.0,11.25,8.34,2.0,37.0,50.5,-0.07,3000.0,8.006367567650246
184,2022,WYVERNS,김건우,2002-07-12,-0.12,2,0,0,1,0,0,0,0,3.0,3,3,17,5,1,0,1,4,0,0,1,0.0,0.0,9.0,11.01,3.0,46.2,38.1,-0.2,3100.0,8.039157390473237
185,2022,GIANTS,나원탁,1994-08-20,-0.13,7,0,0,0,0,0,0,0,6.0,7,6,34,9,1,0,1,5,0,2,8,0.0,0.0,9.0,6.34,2.33,46.2,64.2,-0.02,3100.0,8.039157390473237
186,2022,WYVERNS,김상수,1988-01-02,-0.13,8,0,0,0,0,0,1,0,8.0,8,8,37,9,2,1,2,4,0,1,3,0.0,0.0,9.0,7.71,1.63,46.2,54.5,0.06,30000.0,10.308952660644293
187,2022,EAGLES,이승관,1999-12-01,-0.14,7,0,0,0,0,0,0,0,5.1,6,6,28,8,1,0,0,4,0,1,3,0.0,0.0,10.13,5.03,2.25,40.0,81.1,0.0,3100.0,8.039157390473237
188,2022,DYNOS,이재학,1990-10-04,-0.14,26,0,0,17,3,8,0,0,91.0,56,48,406,75,14,2,5,54,0,8,72,1.0,6.0,4.75,4.51,1.42,85.8,90.9,-0.27,18000.0,9.798127036878302
189,2022,LIONS,최하늘,1999-03-26,-0.15,14,0,0,5,1,4,0,1,33.2,23,23,156,42,5,0,5,15,0,2,18,1.0,0.0,6.15,5.71,1.69,67.9,72.6,-0.32,3000.0,8.006367567650246
190,2022,HEROS,하영민,1995-05-07,-0.15,41,0,0,0,5,3,0,2,39.1,27,15,178,35,8,2,4,21,0,0,23,0.0,2.0,3.43,5.09,1.42,116.5,77.6,-0.53,5500.0,8.612503371220562
191,2022,TWINS,허준혁,1999-07-02,-0.16,6,0,0,0,0,0,0,0,4.2,6,5,27,11,1,1,3,2,0,0,4,0.0,0.0,9.64,11.27,2.79,41.2,33.4,-0.04,3000.0,8.006367567650246
192,2022,WYVERNS,신재영,1989-11-18,-0.17,4,0,0,0,0,0,0,0,4.1,6,6,21,9,2,0,2,0,0,0,4,0.0,1.0,12.46,7.49,2.08,33.4,57.4,-0.04,4000.0,8.294049640102028
193,2022,EAGLES,이충호,1994-09-20,-0.17,5,0,0,0,1,0,0,0,4.2,5,5,27,7,1,0,1,5,0,1,4,0.0,1.0,9.64,8.27,2.57,42.0,49.3,-0.16,3200.0,8.070906088787819
194,2022,TIGERS,김유신,1999-06-14,-0.18,10,0,0,0,1,0,0,0,14.2,11,10,70,9,4,0,3,16,0,0,9,0.0,0.0,6.14,8.04,1.71,66.4,51.0,0.02,3700.0,8.216088098632316
195,2022,DYNOS,강동연,1992-12-18,-0.18,6,0,0,0,0,0,0,0,8.2,10,10,44,16,5,1,2,3,0,1,3,0.0,1.0,10.38,7.03,2.19,39.2,58.6,-0.04,4200.0,8.34283980427146
196,2022,HEROS,김선기,1991-09-01,-0.2,26,0,0,2,3,1,1,4,36.2,24,21,167,39,9,0,1,19,1,2,30,0.0,1.0,5.15,3.69,1.58,77.6,108.2,-0.02,2700.0,7.90100705199242
197,2022,BEARS,미란다,1989-01-10,-0.21,3,0,0,3,0,0,0,0,7.2,7,7,43,2,2,0,0,18,0,1,8,0.0,1.0,8.22,8.69,2.61,48.4,47.2,-0.28,160000.0,11.982929094215963
198,2022,TIGERS,류희운,1995-06-19,-0.21,15,0,0,0,0,1,0,0,11.2,11,11,56,15,1,0,2,7,0,2,10,0.0,2.0,8.49,6.17,1.89,48.1,66.0,-0.55,3500.0,8.160518247477505
199,2022,EAGLES,김기중,2002-11-16,-0.21,5,0,0,3,0,2,0,0,12.0,10,8,63,14,2,0,4,11,0,1,8,0.0,0.0,6.0,9.34,2.08,67.5,43.7,-0.58,3900.0,8.268731832117737
200,2022,GIANTS,진승현,2003-09-05,-0.22,10,0,0,0,0,0,0,0,9.0,9,9,48,12,2,0,2,7,0,1,11,0.0,1.0,9.0,6.45,2.11,46.2,62.9,0.11,3000.0,8.006367567650246
201,2022,DYNOS,이우석,1996-04-16,-0.22,3,0,0,0,0,1,0,0,1.2,4,4,11,1,0,0,0,3,0,2,1,0.0,0.0,21.6,11.14,2.4,18.9,36.8,-0.19,3300.0,8.101677747454572
202,2022,DYNOS,김진호,1998-06-07,-0.23,36,0,0,0,4,0,1,0,42.2,30,29,196,53,6,0,7,20,0,1,35,0.0,10.0,6.12,5.31,1.71,66.6,77.6,-0.76,3000.0,8.006367567650246
203,2022,LIONS,임대한,1993-08-13,-0.23,12,0,0,0,2,1,0,1,13.2,11,8,65,12,5,0,1,9,2,1,8,0.0,1.0,5.27,4.88,1.54,79.2,84.3,-0.66,4000.0,8.294049640102028
204,2022,TIGERS,김정빈,1994-06-08,-0.23,31,0,0,0,3,0,0,2,27.0,21,21,128,23,5,2,2,24,0,4,23,0.0,3.0,7.0,5.71,1.74,58.2,71.8,-0.25,2700.0,7.90100705199242
205,2022,DYNOS,송명기,2000-08-09,-0.23,25,0,0,22,5,7,0,0,107.2,67,54,496,116,21,4,14,54,0,15,106,0.0,9.0,4.51,4.98,1.58,90.2,82.5,-0.51,13000.0,9.472704636443673
206,2022,HEROS,정찬헌,1990-01-26,-0.24,20,0,0,20,5,6,0,0,87.1,55,52,390,106,21,0,13,28,2,6,42,0.0,3.0,5.36,5.41,1.53,74.6,72.6,-1.37,13000.0,9.472704636443673
207,2022,GIANTS,스파크맨,1992-05-11,-0.24,19,0,0,19,2,4,0,0,84.2,55,50,386,97,14,1,6,43,1,4,89,0.0,5.0,5.31,3.79,1.65,78.3,107.8,-0.88,50000.0,10.819778284410283
208,2022,LIONS,이재익,1994-03-18,-0.26,42,0,0,0,3,2,0,7,33.1,25,22,149,41,7,0,4,9,0,1,21,0.0,0.0,5.94,4.54,1.5,70.3,91.5,-0.78,3700.0,8.216088098632316
209,2022,WYVERNS,김태훈,1990-05-19,-0.26,9,0,0,0,0,0,1,2,5.1,6,6,30,6,1,0,2,10,0,0,1,0.0,0.0,10.13,13.46,3.0,41.1,31.0,-0.11,15000.0,9.615805480084347
210,2022,TIGERS,김현준,1997-06-05,-0.27,12,0,0,0,0,1,0,0,14.2,14,9,72,19,7,0,0,5,2,2,9,0.0,0.0,5.52,3.13,1.64,73.8,128.6,-0.42,3400.0,8.131530710604252
211,2022,TIGERS,최지민,2003-09-10,-0.27,6,0,0,0,0,0,0,0,6.0,9,9,36,12,2,0,1,5,0,1,7,0.0,1.0,13.5,6.17,2.83,30.2,66.6,-0.15,3000.0,8.006367567650246
212,2022,TIGERS,남하준,1996-09-13,-0.28,11,0,0,0,1,1,0,1,10.1,11,10,55,18,4,0,4,6,0,1,6,0.0,1.0,8.71,9.24,2.32,46.8,44.5,-0.38,3300.0,8.101677747454572
213,2022,GIANTS,이강준,2001-12-14,-0.28,13,0,0,0,0,0,0,1,9.2,11,11,57,9,0,0,1,20,0,0,6,0.0,1.0,10.24,9.65,3.0,40.6,42.3,-0.15,3000.0,8.006367567650246
214,2022,GIANTS,이승헌,1998-12-19,-0.29,1,0,0,1,0,1,0,0,0.2,4,4,8,3,2,0,0,3,0,0,1,0.0,1.0,54.0,13.84,9.0,7.7,29.6,-0.33,5300.0,8.575462099540212
215,2022,TWINS,임준형,2000-11-16,-0.31,10,0,0,5,1,3,0,1,30.0,22,20,140,36,4,0,2,14,0,3,26,0.0,1.0,6.0,4.17,1.67,66.2,95.7,-0.96,4000.0,8.294049640102028
216,2022,TIGERS,이창재,1992-12-29,-0.32,4,0,0,0,0,1,0,0,1.1,5,5,12,5,1,0,0,2,0,1,2,0.0,0.0,33.75,7.09,5.25,12.2,56.5,-0.41,6700.0,8.809862805379057
217,2022,TIGERS,하준호,1989-04-29,-0.32,20,0,0,0,0,1,0,0,16.1,16,15,77,16,2,0,2,16,0,1,15,0.0,1.0,8.27,6.22,1.96,49.8,65.3,-0.37,5000.0,8.517193191416238
218,2022,GIANTS,최영환,1992-02-20,-0.32,1,0,0,1,0,1,0,0,2.2,6,6,18,8,2,0,0,1,0,1,1,0.0,0.0,20.25,4.84,3.38,20.6,84.6,-0.34,4700.0,8.45531778769815
219,2022,TIGERS,이민우,1993-02-09,-0.33,25,0,0,5,1,1,0,0,44.2,33,31,206,60,9,2,3,17,0,3,23,0.0,1.0,6.25,4.53,1.72,64.9,90.1,-0.92,4300.0,8.366370301681654
220,2022,DYNOS,김건태,1991-10-02,-0.34,16,0,0,0,0,0,0,0,18.1,15,9,86,22,8,0,2,12,2,2,16,0.0,1.0,4.42,4.98,1.86,92.2,82.8,-0.07,5300.0,8.575462099540212
221,2022,EAGLES,이재민,1999-12-27,-0.35,2,0,0,0,0,0,0,0,2.0,8,8,15,3,1,0,0,5,0,1,0,0.0,0.0,36.0,12.34,4.0,11.2,33.0,-0.06,3000.0,8.006367567650246
222,2022,GIANTS,이민석,2003-12-10,-0.37,27,0,0,1,1,1,0,5,33.2,27,22,167,44,8,0,4,19,1,2,37,0.0,3.0,5.88,4.47,1.87,70.8,91.1,-0.49,3000.0,8.006367567650246
223,2022,EAGLES,김재영,1993-07-22,-0.37,30,0,0,1,0,2,0,1,30.0,25,18,137,33,13,0,1,12,2,7,16,0.0,2.0,5.4,4.41,1.5,75.0,92.8,-0.66,5500.0,8.612503371220562
224,2022,TIGERS,김재열,1996-01-02,-0.38,47,0,0,0,1,2,1,5,43.0,33,29,193,45,10,2,5,22,2,1,36,0.0,3.0,6.07,4.64,1.56,67.2,88.2,-0.44,3900.0,8.268731832117737
225,2022,GIANTS,최건,1999-04-10,-0.39,5,0,0,0,0,0,0,0,2.1,8,6,20,7,3,0,0,6,0,0,3,0.0,0.0,23.14,8.48,5.57,18.0,48.4,-0.24,3000.0,8.006367567650246
226,2022,WYVERNS,조요한,2000-01-06,-0.42,23,0,0,0,2,1,0,5,19.1,15,14,89,17,1,0,2,13,1,4,15,0.0,7.0,6.52,5.61,1.55,63.9,74.5,0.27,3300.0,8.101677747454572
227,2022,LIONS,김승현,1992-07-09,-0.43,6,0,0,0,0,1,0,2,4.0,7,5,24,6,1,0,2,4,0,0,5,0.0,1.0,11.25,10.34,2.5,37.1,40.9,-0.26,5500.0,8.612503371220562
228,2022,BEARS,이승진,1995-01-07,-0.44,35,0,0,0,3,1,0,2,31.1,25,23,140,35,2,0,5,12,0,1,29,1.0,0.0,6.61,4.81,1.5,60.2,81.2,0.11,11000.0,9.305650551780507
229,2022,GIANTS,김진욱,2002-07-05,-0.44,14,0,0,12,2,5,0,0,46.2,36,34,227,43,8,1,3,35,1,8,52,0.0,4.0,6.56,4.65,1.67,63.5,88.0,-0.88,5100.0,8.536995818712418
230,2022,WYVERNS,한두솔,1997-01-15,-0.46,8,0,0,0,0,0,0,0,5.1,10,10,30,10,2,0,0,4,0,0,1,0.0,1.0,16.88,5.21,2.63,24.7,78.7,-0.12,3000.0,8.006367567650246
231,2022,EAGLES,박준영,2003-03-02,-0.46,5,0,0,2,0,1,0,0,11.0,13,13,53,13,0,0,1,8,0,0,10,0.0,0.0,10.64,4.88,1.91,38.1,83.4,-0.48,3000.0,8.006367567650246
232,2022,EAGLES,주현상,1992-08-10,-0.47,49,0,0,0,0,1,1,3,55.1,43,42,247,69,18,3,5,14,1,5,33,0.0,1.0,6.83,4.3,1.5,59.3,95.0,-0.48,5080.0,8.533066540572527
233,2022,DYNOS,이용준,2002-05-08,-0.49,10,0,0,2,0,1,0,0,22.0,23,21,116,33,11,1,4,13,0,3,19,0.0,3.0,8.59,6.16,2.09,47.4,66.9,-0.75,3000.0,8.006367567650246
234,2022,DYNOS,심창민,1993-02-01,-0.53,11,0,0,0,1,2,0,0,6.1,10,10,37,9,2,0,0,7,0,3,6,0.0,2.0,14.21,6.18,2.53,28.7,66.3,-0.53,28000.0,10.239959789157341
235,2022,WYVERNS,박종훈,1991-08-13,-0.56,11,0,0,11,3,5,0,0,48.0,34,32,220,52,4,1,6,21,0,8,40,0.0,3.0,6.0,5.11,1.52,69.4,82.3,-0.75,180000.0,12.100712129872347
236,2022,TWINS,백승현,1995-05-26,-0.56,12,0,0,0,0,1,0,1,10.0,13,12,52,15,2,1,2,9,2,0,3,0.0,0.0,10.8,7.44,2.4,36.8,53.0,-0.66,5000.0,8.517193191416238
