birth||name,year||team||pos,WAR,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,IBB,SO,DP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC+,WPA
1982-11-12 || 조영훈,12삼K1B,-0.39,89,262,230,30,46,7,1,6,73,36,1,2,23,1,0,64,1,5,3,0.2,0.272,0.317,0.59,0.275,65.2,
1994-02-25 || 하주석,12한SS,-0.4,70,141,127,10,22,1,0,1,26,4,7,2,9,0,0,50,2,5,0,0.173,0.228,0.205,0.433,0.206,19.1,
1987-11-07 || 김재현,12SRF,-0.45,84,93,89,22,19,4,0,0,23,5,12,5,0,0,0,18,2,4,0,0.213,0.214,0.258,0.472,0.212,21.1,
1986-10-29 || 오재일,12두넥1B,-0.47,87,228,212,16,43,8,0,8,75,25,0,0,10,0,0,58,3,2,4,0.203,0.235,0.354,0.588,0.268,60.9,
1983-07-05 || 문규현,12롯SS,-0.56,105,277,244,17,50,10,0,0,60,17,0,2,13,4,0,50,3,14,2,0.205,0.255,0.246,0.501,0.231,34.9,
1983-12-31 || 신종길,12KRF,-0.59,44,92,83,10,13,2,2,1,22,2,5,5,5,0,0,26,0,3,1,0.157,0.202,0.265,0.467,0.212,20.4,
1982-12-20 || 조중근,12넥LF,-0.9,45,112,95,3,13,0,0,1,16,5,1,2,10,1,0,31,2,4,2,0.137,0.222,0.168,0.391,0.193,7.9,
1985-12-15 || 김주형,12K1B,-0.92,56,129,117,8,18,2,0,3,29,12,0,0,6,1,0,35,0,3,2,0.154,0.198,0.248,0.446,0.207,16.8,
1983-12-16 || 최형우,11삼LF,7.64,133,571,480,80,163,37,3,30,296,118,4,3,76,5,15,88,8,0,10,0.34,0.427,0.617,1.044,0.457,182.2,
1982-06-21 || 이대호,11롯1B,6.89,133,570,493,76,176,26,1,27,285,113,2,0,63,8,8,60,22,0,6,0.357,0.433,0.578,1.011,0.455,180,
1987-02-28 || 최정,11S3B,5.76,113,488,403,64,125,25,1,20,212,75,15,5,46,20,1,72,8,13,6,0.31,0.402,0.526,0.928,0.411,152,
1985-08-26 || 이용규,11KCF,5.54,111,503,421,84,140,16,2,3,169,33,30,6,63,9,2,33,5,7,3,0.333,0.427,0.401,0.829,0.391,137.9,
1981-11-25 || 이범호,11K3B,5.54,101,405,318,63,96,21,0,17,168,77,2,0,75,7,3,56,8,0,5,0.302,0.44,0.528,0.968,0.44,171.1,
1986-02-25 || 전준우,11롯CF,5.43,133,601,539,97,162,38,5,11,243,64,23,9,50,7,4,101,14,2,3,0.301,0.366,0.451,0.816,0.375,126.6,
1985-08-18 || 강민호,11롯C,5.38,124,506,450,63,130,25,2,19,216,66,4,6,47,8,2,81,18,0,1,0.289,0.366,0.48,0.846,0.388,135.2,
1988-03-18 || 손아섭,11롯RF,4.93,116,492,442,79,144,25,5,15,224,83,13,4,43,2,1,80,6,1,4,0.326,0.385,0.507,0.892,0.407,147.9,
1985-06-22 || 박석민,11삼3B,4.65,128,537,457,74,127,24,3,15,202,86,3,1,59,13,1,105,13,5,3,0.278,0.374,0.442,0.816,0.376,127.6,
1974-10-25 || 이병규,11LLF,4.36,127,519,485,64,164,24,0,16,236,75,2,1,28,2,1,47,10,2,2,0.338,0.375,0.487,0.862,0.396,141.5,
1988-01-12 || 김현수,11두LF,4.2,130,561,475,71,143,25,2,13,211,91,5,3,71,6,9,63,15,0,9,0.301,0.392,0.444,0.836,0.384,133.4,
1974-04-20 || 강동우,11한CF,3.77,133,599,518,83,149,13,3,13,207,51,17,15,62,2,1,71,9,12,4,0.288,0.364,0.4,0.763,0.351,110.8,
1987-07-28 || 황재균,11롯3B,3.76,117,458,398,62,115,18,4,12,177,68,12,6,40,9,1,78,9,3,8,0.289,0.36,0.445,0.805,0.368,122.2,
1975-05-25 || 조인성,11LC,3.72,117,441,390,46,104,14,2,15,167,59,2,1,44,3,3,70,10,2,1,0.267,0.345,0.428,0.773,0.354,113.1,
1980-06-18 || 이종욱,11두CF,3.57,121,499,436,64,132,11,5,5,168,44,20,15,49,5,0,51,6,5,4,0.303,0.377,0.385,0.762,0.359,116,
1985-02-09 || 오재원,11두2B,3.55,129,529,466,73,129,18,4,6,173,46,46,7,39,9,0,62,6,12,3,0.277,0.342,0.371,0.714,0.331,96.7,
1980-06-27 || 정성훈,11L3B,3.51,127,494,422,61,123,18,1,10,173,57,9,2,49,5,1,69,16,11,7,0.291,0.367,0.41,0.776,0.355,113.6,
1987-06-05 || 양의지,11두C,3.49,119,438,376,43,113,14,3,4,145,46,3,3,44,3,2,58,12,11,4,0.301,0.375,0.386,0.76,0.35,110.3,
1976-02-03 || 김동주,11두DH,3.44,120,483,406,57,116,24,1,17,193,75,6,1,66,8,5,54,18,0,3,0.286,0.393,0.475,0.869,0.398,143.3,
1987-04-05 || 강정호,11넥SS,3.43,123,504,444,53,125,22,2,9,178,63,4,6,43,9,4,62,12,3,5,0.282,0.353,0.401,0.754,0.349,109.4,
1985-08-17 || 최진행,11한LF,3.35,127,511,434,63,120,11,1,19,190,85,3,5,61,13,7,107,9,0,3,0.277,0.38,0.438,0.817,0.378,128.5,
1990-03-23 || 김상수,11삼SS,3.32,128,476,406,53,113,16,4,2,143,47,29,7,47,7,1,61,7,15,1,0.278,0.362,0.352,0.715,0.332,98,
1990-07-02 || 안치홍,11K2B,3.28,115,433,378,54,119,21,4,5,163,46,9,4,33,3,1,55,13,17,2,0.315,0.373,0.431,0.804,0.36,117,
1981-08-21 || 이대수,11한SS,3.1,122,420,366,46,110,16,3,8,156,50,8,8,31,5,0,64,5,14,4,0.301,0.36,0.426,0.786,0.354,112.6,
1979-02-23 || 안치용,11SLF,3.07,93,267,219,45,68,8,0,12,112,42,3,0,44,1,0,56,2,2,1,0.311,0.426,0.511,0.938,0.429,164,
1982-10-02 || 정근우,11S2B,2.96,90,385,326,60,100,19,0,6,137,40,20,9,38,4,2,37,10,15,2,0.307,0.384,0.42,0.804,0.362,118.4,
1989-12-18 || 김선빈,11KSS,2.96,98,412,335,58,97,12,2,4,125,47,22,9,50,2,0,42,8,20,5,0.29,0.38,0.373,0.753,0.342,104.8,
1990-10-07 || 정수빈,11두RF,2.65,128,476,414,66,118,17,8,1,154,38,31,8,40,11,0,77,5,8,3,0.285,0.361,0.372,0.733,0.343,105.5,
1986-06-27 || 배영섭,11삼CF,2.64,99,384,340,51,100,15,0,2,121,24,33,8,29,9,1,47,9,4,2,0.294,0.363,0.356,0.719,0.341,103.9,
1985-05-19 || 나지완,11KDH,2.59,85,331,291,41,88,9,0,18,151,66,0,1,35,4,0,63,4,0,1,0.302,0.384,0.519,0.903,0.412,152.4,
1974-05-08 || 진갑용,11삼C,2.57,112,331,286,26,78,7,0,10,115,42,1,0,35,3,2,53,10,6,1,0.273,0.357,0.402,0.759,0.349,109.2,
1980-10-19 || 손시헌,11두SS,2.53,92,351,298,39,84,10,1,4,108,28,2,1,37,9,0,44,9,7,0,0.282,0.378,0.362,0.74,0.351,110.5,
1979-06-13 || 알드리지,11넥LF,2.4,117,480,414,55,98,20,1,20,180,73,6,2,59,2,2,139,5,0,5,0.237,0.331,0.435,0.766,0.351,110.6,
1982-12-24 || 정상호,11SC,2.4,112,401,366,40,95,19,0,11,147,50,0,2,22,8,1,96,10,3,2,0.26,0.314,0.402,0.716,0.329,95.9,
1981-03-25 || 김주찬,11롯LF,2.4,86,371,321,58,100,12,3,6,136,40,25,10,27,7,0,38,4,12,4,0.312,0.373,0.424,0.797,0.361,117.3,
1979-04-21 || 박용택,11LDH,2.35,115,450,414,57,125,21,1,15,193,64,13,3,26,5,4,71,8,1,4,0.302,0.347,0.466,0.814,0.37,123.6,
1983-02-15 || 최준석,11두1B,2.31,124,485,421,49,114,26,0,15,185,75,0,1,56,1,1,104,11,2,5,0.271,0.354,0.439,0.794,0.365,120.2,
1981-07-01 || 유한준,11넥RF,2.22,121,511,447,64,129,23,2,3,165,54,4,3,52,4,3,63,11,4,4,0.289,0.365,0.369,0.734,0.345,106.8,
1976-11-30 || 박진만,11SSS,2.21,100,340,282,42,79,18,0,6,115,39,6,5,34,5,2,44,6,15,4,0.28,0.363,0.408,0.771,0.344,105.7,
1977-02-28 || 홍성흔,11롯DH,2.13,132,535,474,70,145,24,2,6,191,67,2,5,53,3,0,80,22,0,5,0.306,0.376,0.403,0.779,0.368,121.6,
1980-11-12 || 김상현,11KLF,2.08,101,405,357,38,91,15,0,14,148,64,8,0,37,9,1,83,12,0,2,0.255,0.338,0.415,0.753,0.35,110.2,
1981-01-26 || 차일목,11KC,2.01,111,373,304,31,73,8,0,7,102,37,3,3,49,5,0,52,12,13,2,0.24,0.353,0.336,0.688,0.322,91.1,
1982-09-13 || 김강민,11SCF,1.9,80,310,281,37,79,14,1,8,119,33,9,4,20,2,1,56,3,5,2,0.281,0.331,0.423,0.755,0.343,105,
1979-03-16 || 최희섭,11K1B,1.89,70,282,242,36,68,14,1,9,111,37,1,1,39,0,2,61,7,0,1,0.281,0.379,0.459,0.838,0.386,134.6,
1986-07-10 || 박병호,11L넥1B,1.73,66,230,201,31,51,11,2,13,105,31,2,0,26,2,0,76,5,0,1,0.254,0.344,0.522,0.866,0.389,137,
1980-07-10 || 이택근,11L1B,1.64,85,368,317,44,94,17,0,4,123,29,10,6,40,3,1,45,9,5,3,0.297,0.377,0.388,0.765,0.358,115.6,
1979-01-28 || 박한이,11삼RF,1.62,121,506,429,77,110,19,2,4,145,30,8,2,60,5,3,88,7,10,2,0.256,0.353,0.338,0.691,0.325,93.1,
1973-03-02 || 송지만,11넥RF,1.62,106,350,301,43,80,8,1,9,117,43,9,1,38,3,3,78,5,5,3,0.266,0.351,0.389,0.739,0.34,103.5,
1980-06-03 || 한상훈,11한2B,1.56,131,485,398,49,107,12,3,3,134,39,16,10,46,6,1,66,6,33,2,0.269,0.352,0.337,0.689,0.309,82.3,
1979-03-21 || 김민우,11넥3B,1.51,126,535,466,66,115,22,0,6,155,31,23,9,48,2,1,100,7,17,2,0.247,0.319,0.333,0.651,0.301,76.4,
1981-09-19 || 김태완,11L2B,1.44,76,246,202,26,51,12,0,6,81,29,4,1,31,2,0,37,7,10,1,0.252,0.356,0.401,0.757,0.342,104.6,
1975-10-29 || 가르시아,11한RF,1.42,72,292,268,37,66,12,0,18,132,61,1,5,24,0,1,55,5,0,0,0.246,0.308,0.493,0.801,0.36,116.7,
1977-10-18 || 장성호,11한1B,1.41,116,478,390,53,95,13,0,8,132,37,0,6,81,4,2,66,9,3,0,0.244,0.379,0.338,0.717,0.347,108.1,
1984-03-31 || 박경수,11LSS,1.33,111,386,317,36,72,11,1,4,97,26,10,8,48,7,0,66,7,10,4,0.227,0.338,0.306,0.644,0.307,80.5,
1982-07-20 || 박재상,11SLF,1.19,93,352,301,37,77,17,4,4,114,39,13,5,33,5,1,54,7,11,2,0.256,0.337,0.379,0.716,0.326,93.6,
1985-09-04 || 윤석민,11두3B,1.19,80,188,167,18,48,8,0,4,68,19,0,2,17,2,0,30,6,2,0,0.287,0.36,0.407,0.767,0.358,115.6,
1975-11-28 || 신경현,11한C,1.13,103,267,233,18,62,9,0,1,74,27,5,4,23,2,0,50,7,7,2,0.266,0.335,0.318,0.652,0.307,81,
1983-07-05 || 문규현,11롯SS,1.1,125,379,327,40,79,13,3,2,104,39,5,2,28,7,0,60,4,14,3,0.242,0.312,0.318,0.63,0.291,70.5,
1987-03-28 || 최윤석,11SSS,1.07,82,209,156,21,38,4,1,1,47,9,4,4,32,7,0,38,2,14,0,0.244,0.395,0.301,0.696,0.327,94.1,
1984-03-21 || 서동욱,11L1B,1.05,112,359,303,42,81,11,1,7,115,37,7,1,33,8,3,90,4,12,3,0.267,0.352,0.38,0.731,0.332,97.5,
1981-07-21 || 박정권,11S1B,1.02,122,507,453,54,114,21,2,13,178,53,9,3,42,3,5,103,9,6,3,0.252,0.317,0.393,0.71,0.323,91.6,
1976-12-23 || 조성환,11롯2B,1,117,459,407,45,99,19,0,6,136,36,9,6,37,3,1,87,11,10,2,0.243,0.31,0.334,0.644,0.299,75.7,
1983-07-19 || 이대형,11LCF,0.95,104,398,354,56,88,11,5,1,112,24,34,17,30,2,0,78,0,11,1,0.249,0.31,0.316,0.627,0.292,70.3,
1976-04-08 || 임재철,11두RF,0.94,36,105,84,20,27,8,0,2,41,10,0,2,16,1,0,16,4,3,1,0.321,0.431,0.488,0.92,0.414,154.2,
1980-06-15 || 이진영,11LRF,0.94,97,355,323,43,89,18,1,2,115,37,3,2,26,2,0,29,9,2,2,0.276,0.331,0.356,0.688,0.324,92.6,
1985-10-11 || 이영욱,11삼CF,0.91,111,234,203,37,47,9,3,3,71,20,14,6,21,4,0,68,1,3,3,0.232,0.312,0.35,0.661,0.308,81.8,
1980-02-21 || 이현곤,11KSS,0.87,104,257,222,24,59,10,1,1,74,17,1,1,20,2,0,38,4,11,2,0.266,0.329,0.333,0.663,0.304,78.4,
1982-12-20 || 조중근,11넥DH,0.87,36,117,98,14,32,5,2,3,50,16,2,1,12,1,0,22,2,6,0,0.327,0.405,0.51,0.916,0.4,144.2,
1980-11-07 || 이인구,11롯LF,0.84,81,182,161,26,43,5,2,2,58,14,6,1,17,3,0,22,4,1,0,0.267,0.348,0.36,0.708,0.337,101,
1978-12-18 || 김원섭,11KLF,0.82,87,316,269,36,73,18,2,2,101,30,1,3,32,0,1,28,4,10,5,0.271,0.343,0.375,0.719,0.326,93.8,
1984-07-13 || 이성열,11두RF,0.79,83,246,221,23,56,7,1,7,86,28,4,6,16,9,0,76,2,0,0,0.253,0.329,0.389,0.718,0.339,102.2,
1976-02-08 || 이호준,11SDH,0.79,114,417,368,41,93,12,0,14,147,62,2,2,44,1,2,78,10,3,1,0.253,0.333,0.399,0.733,0.339,102.4,
1982-11-12 || 조영훈,11삼1B,0.7,98,280,245,33,60,11,0,6,89,34,7,2,27,5,0,76,1,0,3,0.245,0.329,0.363,0.692,0.328,94.8,
1970-08-15 || 이종범,11KRF,0.69,97,273,235,27,65,15,1,3,91,24,3,2,22,1,1,35,6,12,3,0.277,0.337,0.387,0.724,0.323,91.7,
1980-04-01 || 고동진,11한CF,0.66,97,222,195,31,49,9,0,3,67,19,3,2,15,5,0,33,5,6,1,0.251,0.319,0.344,0.663,0.308,81.4,
1985-07-17 || 임훈,11SRF,0.65,93,281,229,34,61,9,6,0,82,24,5,5,33,0,0,33,4,16,3,0.266,0.355,0.358,0.713,0.32,89.6,
1977-10-27 || 김상훈,11KC,0.64,67,150,123,19,24,3,0,3,36,16,0,0,24,1,0,26,2,1,1,0.195,0.329,0.293,0.622,0.305,79.2,
1981-01-31 || 이양기,11한RF,0.63,93,164,147,9,41,13,0,0,54,17,3,0,9,6,0,31,5,2,0,0.279,0.346,0.367,0.713,0.336,100.6,
1978-01-12 || 강봉규,11삼LF,0.58,52,168,146,14,39,7,1,1,51,18,3,1,17,2,0,24,3,0,2,0.267,0.347,0.349,0.697,0.331,97.2,
1982-10-11 || 채태인,11삼1B,0.56,53,218,182,25,40,7,1,5,64,28,1,0,33,1,0,59,1,0,2,0.22,0.339,0.352,0.691,0.331,96.7,
1988-12-17 || 김민성,11넥2B,0.56,124,373,314,37,74,10,1,4,98,23,12,3,26,9,0,51,4,22,2,0.236,0.311,0.312,0.623,0.283,64,
1983-07-27 || 조동찬,11삼3B,0.56,85,235,208,27,45,7,0,4,64,25,18,1,19,2,0,47,4,3,3,0.216,0.285,0.308,0.592,0.279,61.8,
1981-08-14 || 박기남,11K3B,0.55,85,184,152,23,34,9,0,3,52,16,4,2,20,4,0,31,7,8,0,0.224,0.33,0.342,0.672,0.309,82.2,
1986-10-21 || 이원석,11두3B,0.54,110,311,264,36,57,11,0,8,92,35,1,0,29,3,0,58,7,12,3,0.216,0.298,0.348,0.646,0.293,70.8,
1982-03-30 || 윤요섭,11L,0.54,67,91,77,8,17,3,0,5,35,18,0,0,13,0,1,22,4,0,1,0.221,0.33,0.455,0.784,0.353,112.4,
1983-10-09 || 이병규,11LDH,0.53,33,112,88,13,22,3,0,4,37,14,1,1,20,1,0,32,2,1,2,0.25,0.387,0.42,0.808,0.375,127.4,
1982-12-07 || 김경언,11한CF,0.52,81,204,173,22,42,4,0,2,52,15,5,5,25,1,0,39,3,4,1,0.243,0.34,0.301,0.641,0.308,81.7,
1977-03-27 || 정원석,11한1B,0.49,82,291,248,23,62,11,0,4,85,26,3,3,32,6,1,58,7,5,0,0.25,0.35,0.343,0.692,0.328,94.9,
1983-12-31 || 신종길,11KRF,0.48,116,315,281,40,62,12,1,5,91,35,23,6,27,5,0,59,5,1,1,0.221,0.299,0.324,0.623,0.297,74,
1985-08-18 || 박노민,11한C,0.47,37,81,72,10,18,3,0,2,27,11,1,0,6,1,0,16,1,2,0,0.25,0.317,0.375,0.692,0.318,88,
1987-04-13 || 손용석,11롯2B,0.45,49,71,57,11,15,3,1,0,20,12,1,0,10,1,0,9,1,2,1,0.263,0.377,0.351,0.728,0.341,103.8,
1987-07-18 || 정훈,11롯2B,0.4,26,41,33,6,10,0,0,3,19,8,0,1,3,2,0,9,1,2,1,0.303,0.385,0.576,0.96,0.407,147.9,
1981-09-08 || 오윤,11넥RF,0.39,57,149,130,12,32,7,1,2,47,18,1,1,15,2,0,34,5,2,0,0.246,0.333,0.362,0.695,0.326,93.9,
1990-03-12 || 오지환,11LSS,0.36,63,180,156,17,33,7,0,2,46,15,5,2,19,1,0,57,2,3,1,0.212,0.299,0.295,0.594,0.283,64.4,
1990-01-17 || 장성우,11롯C,0.33,64,73,62,6,16,0,0,0,16,6,0,0,10,0,0,17,1,0,1,0.258,0.356,0.258,0.614,0.309,82.4,
1971-09-11 || 최동수,11SDH,0.32,80,199,181,16,55,8,0,2,69,30,0,1,11,2,0,21,6,2,3,0.304,0.345,0.381,0.726,0.338,102.1,
1983-12-13 || 류재원,11KLF,0.32,10,14,13,3,4,1,1,2,13,7,0,0,1,0,0,5,0,0,0,0.308,0.357,1,1.357,0.565,256.7,
1989-01-11 || 고종욱,11넥CF,0.3,54,111,105,12,26,5,4,1,42,9,7,6,5,0,0,26,0,0,1,0.248,0.279,0.4,0.679,0.309,82.2,
1988-01-05 || 나성용,11한,0.26,27,42,38,4,9,3,0,2,18,7,0,0,4,0,0,15,1,0,0,0.237,0.31,0.474,0.783,0.355,113.3,
1991-01-28 || 정형식,11삼CF,0.25,52,88,74,9,17,3,0,1,23,5,4,3,12,0,0,15,0,2,0,0.23,0.337,0.311,0.648,0.31,82.6,
1982-07-27 || 오재필,11한RF,0.21,54,98,86,14,19,3,1,2,30,14,8,1,6,3,0,36,1,3,0,0.221,0.295,0.349,0.644,0.295,72.8,
1979-08-12 || 강귀태,11넥C,0.21,33,89,81,4,19,4,1,1,28,10,1,0,5,0,1,11,4,2,1,0.235,0.276,0.346,0.622,0.277,60.3,
1984-02-08 || 고영민,11두2B,0.2,93,208,176,31,37,5,1,3,53,16,6,6,18,7,0,50,4,5,2,0.21,0.305,0.301,0.607,0.287,67,
1984-03-17 || 지석훈,11넥2B,0.2,52,125,109,9,24,6,1,2,38,8,1,3,12,1,0,29,5,2,1,0.22,0.301,0.349,0.649,0.301,76.7,
1986-07-09 || 전현태,11한2B,0.18,78,87,69,26,13,1,0,2,20,11,7,4,13,2,1,27,0,2,1,0.188,0.329,0.29,0.619,0.295,72.6,
1985-06-07 || 이희근,11한C,0.17,75,138,123,17,29,3,1,1,37,10,1,0,4,3,0,26,2,8,0,0.236,0.277,0.301,0.578,0.26,49.1,
1992-10-23 || 김도현,11넥RF,0.15,3,10,8,0,4,0,0,0,4,1,0,1,2,0,0,2,0,0,0,0.5,0.6,0.5,1.1,0.528,231.9,
1983-07-04 || 황동채,11롯RF,0.12,57,77,62,16,14,3,1,0,19,5,3,1,10,1,0,12,3,4,0,0.226,0.343,0.306,0.649,0.302,77.7,
1980-01-10 || 조재호,11SRF,0.09,1,5,4,1,3,0,0,0,3,0,0,2,1,0,0,1,0,0,0,0.75,0.8,0.75,1.55,0.719,363.1,
1982-05-09 || 장민석,11넥CF,0.08,84,297,265,35,64,8,1,3,83,15,11,7,16,2,0,54,4,14,0,0.242,0.29,0.313,0.603,0.274,58,
1984-02-01 || 이여상,11한3B,0.08,120,372,320,31,71,15,2,3,99,38,15,4,24,4,0,67,11,19,5,0.222,0.281,0.309,0.59,0.266,53,
1976-11-19 || 권용관,11S2B,0.07,28,68,57,8,12,3,1,1,20,10,0,1,6,1,0,23,0,4,0,0.211,0.297,0.351,0.648,0.288,67.4,
1982-04-11 || 박종윤,11롯1B,0.07,111,162,149,24,42,7,0,2,55,29,3,2,7,0,1,27,3,2,4,0.282,0.306,0.369,0.675,0.307,80.8,
1989-01-14 || 김재율,11L1B,0.06,25,28,24,2,6,2,0,0,8,4,0,0,4,0,0,7,2,0,0,0.25,0.357,0.333,0.691,0.336,100.2,
1987-05-10 || 홍재호,11K3B,0.06,31,53,47,6,10,1,0,1,14,3,1,0,4,1,0,13,0,1,0,0.213,0.289,0.298,0.586,0.278,61,
1981-11-02 || 이정식,11삼C,0.05,8,5,5,0,2,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0.4,0.4,0.4,0.8,0.382,131.4,
1981-09-01 || 이성우,11KC,0.05,15,9,9,2,3,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0.333,0.333,0.333,0.667,0.318,88.3,
1975-04-03 || 손인호,11L1B,0.04,23,51,47,6,12,2,0,2,20,9,0,0,2,0,0,7,1,1,1,0.255,0.28,0.426,0.706,0.313,84.4,
1977-10-23 || 박정환,11S1B,0.03,9,11,9,1,2,1,0,0,3,2,0,0,2,0,0,5,0,0,0,0.222,0.364,0.333,0.697,0.34,103.4,
1987-09-07 || 이준호,11KCF,0.03,4,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,0.477,196.8,
1988-05-09 || 백창수,11L2B,0.02,20,40,36,4,7,1,1,0,10,3,1,0,4,0,0,9,0,0,0,0.194,0.275,0.278,0.553,0.267,53.2,
1987-03-01 || 김동길,11두SS,0.02,6,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0.5,0.365,120.2,
1987-05-23 || 김정훈,11SC,0.02,3,3,2,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0.5,0.5,0.5,1,0.318,88.2,
1987-01-19 || 홍명찬,11S2B,0.01,8,13,11,2,2,1,0,0,3,0,0,0,2,0,0,4,2,0,0,0.182,0.308,0.273,0.58,0.288,67.5,
1992-10-10 || 정진기,11SRF,0.01,6,3,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0.667,0,0.667,0.497,,
1986-12-24 || 안동현,11두,0.01,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,
1989-02-25 || 김민하,11롯,0.01,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,
1992-08-11 || 강경학,11한3B,0.01,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
1983-01-18 || 김용섭,11S,0.01,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
1979-05-20 || 유재웅,11두,0,12,16,13,3,2,1,0,0,3,0,0,0,2,1,0,5,3,0,0,0.154,0.313,0.231,0.543,0.282,63,
1983-12-01 || 손주인,11삼3B,0,63,122,113,9,30,5,0,1,38,8,0,1,1,2,0,19,5,5,1,0.265,0.282,0.336,0.618,0.278,61.2,
1985-03-25 || 송창식,11한P,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1982-04-01 || 박정배,11두P,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1982-12-31 || 데폴라,11한P,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1983-01-12 || 이동현,11LP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1990-03-19 || 장민재,11한P,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1975-12-28 || 임경완,11롯P,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1976-05-27 || 박정진,11한P,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1991-02-28 || 김경태,11한P,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1984-10-09 || 임준혁,11KP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1987-04-29 || 한기주,11KP,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1980-03-09 || 권오준,11삼P,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1992-09-29 || 홍건희,11KP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1981-09-09 || 이승호,11SP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1986-11-22 || 김정남,11SC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1983-04-19 || 이우선,11삼P,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1985-06-01 || 정우람,11SP,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1981-02-09 || 심수창,11LP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1984-07-28 || 윤규진,11한P,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1980-01-01 || 정재훈,11두P,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1983-09-03 || 안영진,11한P,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1984-10-14 || 전병두,11SP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1984-08-26 || 최진호,11한P,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1977-03-01 || 송신영,11LP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1992-11-20 || 임찬규,11LP,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1983-05-29 || 조태수,11KP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1981-01-12 || 김성배,11두P,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1982-07-15 || 오승환,11삼P,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1984-02-15 || 신주영,11한P,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1977-10-09 || 이정훈,11넥P,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1984-11-03 || 고우석,11KP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1982-11-23 || 차정민,11KP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1983-02-08 || 고효준,11SP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
